0.000000 	 0.00630
0.020000 	 0.00364
0.040000 	 0.00099
0.060000 	 0.00428
0.080000 	 0.00758
0.100000 	 0.01087
0.120000 	 0.00682
0.140000 	 0.00277
0.160000 	-0.00128 
0.180000 	 0.00368
0.200000 	 0.00864
0.220000 	 0.01360
0.240000 	 0.00727
0.260000 	 0.00094
0.280000 	 0.00420
0.300000 	 0.00221
0.320000 	 0.00021
0.340000 	 0.00444
0.360000 	 0.00867
0.380000 	 0.01290
0.400000 	 0.01713
0.420000 	-0.00343 
0.440000 	-0.02400 
0.460000 	-0.00992 
0.480000 	 0.00416
0.500000 	 0.00528
0.520000 	 0.01653
0.540000 	 0.02779
0.560000 	 0.03904
0.580000 	 0.02449
0.600000 	 0.00995
0.620000 	 0.00961
0.640000 	 0.00926
0.660000 	 0.00892
0.680000 	-0.00486 
0.700000 	-0.01864 
0.720000 	-0.03242 
0.740000 	-0.03365 
0.760000 	-0.05723 
0.780000 	-0.04534 
0.800000 	-0.03346 
0.820000 	-0.03201 
0.840000 	-0.03056 
0.860000 	-0.02911 
0.880000 	-0.02766 
0.900000 	-0.04116 
0.920000 	-0.05466 
0.940000 	-0.06816 
0.960000 	-0.08166 
0.980000 	-0.06846 
1.000000 	-0.05527 
1.020000 	-0.04208 
1.040000 	-0.04259 
1.060000 	-0.04311 
1.080000 	-0.02428 
1.100000 	-0.00545 
1.120000 	 0.01338
1.140000 	 0.03221
1.160000 	 0.05104
1.180000 	 0.06987
1.200000 	 0.08870
1.220000 	 0.04524
1.240000 	 0.00179
1.260000 	-0.04167 
1.280000 	-0.08513 
1.300000 	-0.12858 
1.320000 	-0.17204 
1.340000 	-0.12908 
1.360000 	-0.08613 
1.380000 	-0.08902 
1.400000 	-0.09192 
1.420000 	-0.09482 
1.440000 	-0.09324 
1.460000 	-0.09166 
1.480000 	-0.09478 
1.500000 	-0.09789 
1.520000 	-0.12902 
1.540000 	-0.07652 
1.560000 	-0.02401 
1.580000 	 0.02849
1.600000 	 0.08099
1.620000 	 0.13350
1.640000 	 0.18600
1.660000 	 0.23850
1.680000 	 0.21993
1.700000 	 0.20135
1.720000 	 0.18277
1.740000 	 0.16420
1.760000 	 0.14562
1.780000 	 0.16143
1.800000 	 0.17725
1.820000 	 0.13215
1.840000 	 0.08705
1.860000 	 0.04196
1.880000 	-0.00314 
1.900000 	-0.04824 
1.920000 	-0.09334 
1.940000 	-0.13843 
1.960000 	-0.18353 
1.980000 	-0.22863 
2.000000 	-0.27372 
2.020000 	-0.31882 
2.040000 	-0.25024 
2.060000 	-0.18166 
2.080000 	-0.11309 
2.100000 	-0.04451 
2.120000 	 0.02407
2.140000 	 0.09265
2.160000 	 0.16123
2.180000 	 0.22981
2.200000 	 0.29839
2.220000 	 0.23197
2.240000 	 0.16554
2.260000 	 0.09912
2.280000 	 0.03270
2.300000 	-0.03372 
2.320000 	-0.10014 
2.340000 	-0.16656 
2.360000 	-0.23299 
2.380000 	-0.29941 
2.400000 	-0.00421 
2.420000 	 0.29099
2.440000 	 0.22380
2.460000 	 0.15662
2.480000 	 0.08943
2.500000 	 0.02224
2.520000 	-0.04495 
2.540000 	 0.01834
2.560000 	 0.08163
2.580000 	 0.14491
2.600000 	 0.20820
2.620000 	 0.18973
2.640000 	 0.17125
2.660000 	 0.13759
2.680000 	 0.10393
2.700000 	 0.07027
2.720000 	 0.03661
2.740000 	 0.00295
2.760000 	-0.03071 
2.780000 	-0.00561 
2.800000 	 0.01948
2.820000 	 0.04458
2.840000 	 0.06468
2.860000 	 0.08478
2.880000 	 0.10487
2.900000 	 0.05895
2.920000 	 0.01303
2.940000 	-0.03289 
2.960000 	-0.07882 
2.980000 	-0.03556 
3.000000 	 0.00771
3.020000 	 0.05097
3.040000 	 0.01013
3.060000 	-0.03071 
3.080000 	-0.07156 
3.100000 	-0.11240 
3.120000 	-0.15324 
3.140000 	-0.11314 
3.160000 	-0.07304 
3.180000 	-0.03294 
3.200000 	 0.00715
3.220000 	-0.06350 
3.240000 	-0.13415 
3.260000 	-0.20480 
3.280000 	-0.12482 
3.300000 	-0.04485 
3.320000 	 0.03513
3.340000 	 0.11510
3.360000 	 0.19508
3.380000 	 0.12301
3.400000 	 0.05094
3.420000 	-0.02113 
3.440000 	-0.09320 
3.460000 	-0.02663 
3.480000 	 0.03995
3.500000 	 0.10653
3.520000 	 0.17311
3.540000 	 0.11283
3.560000 	 0.05255
3.580000 	-0.00772 
3.600000 	 0.01064
3.620000 	 0.02900
3.640000 	 0.04737
3.660000 	 0.06573
3.680000 	 0.02021
3.700000 	-0.02530 
3.720000 	-0.07081 
3.740000 	-0.04107 
3.760000 	-0.01133 
3.780000 	 0.00288
3.800000 	 0.01709
3.820000 	 0.03131
3.840000 	-0.02278 
3.860000 	-0.07686 
3.880000 	-0.13095 
3.900000 	-0.18504 
3.920000 	-0.14347 
3.940000 	-0.10190 
3.960000 	-0.06034 
3.980000 	-0.01877 
4.000000 	 0.02280
4.020000 	-0.00996 
4.040000 	-0.04272 
4.060000 	-0.02147 
4.080000 	-0.00021 
4.100000 	 0.02104
4.120000 	-0.01459 
4.140000 	-0.05022 
4.160000 	-0.08585 
4.180000 	-0.12148 
4.200000 	-0.15711 
4.220000 	-0.19274 
4.240000 	-0.22837 
4.260000 	-0.18145 
4.280000 	-0.13453 
4.300000 	-0.08761 
4.320000 	-0.04069 
4.340000 	 0.00623
4.360000 	 0.05316
4.380000 	 0.10008
4.400000 	 0.14700
4.420000 	 0.09754
